"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-8", "5104", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:4, result=55555"
"Thread-8", "5105", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:4, value=55555"
"Thread-9", "5106", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-8", "5107", "RW_Semaphore.java:58", "Method Returned", " "
"Thread-8", "5108", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-9", "5109", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-8", "5110", "RW_Semaphore.java:59", "Line Step", " file=RW_Semaphore.java, line=59"
"Thread-9", "5111", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-8", "5112", "RW_Semaphore.java:59", "Field Read", " context=Reader:4, d"
"Thread-9", "5113", "RW_Semaphore.java:119", "Field Write", " context=Database:1, r=5"
"Thread-8", "5114", "RW_Semaphore.java:59", "Method Call", " caller=Reader:4#run:4, target=Database:1#done_read:4"
"Thread-8", "5115", "RW_Semaphore.java:123", "Method Entered", " "
"Thread-8", "5116", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-9", "5117", "RW_Semaphore.java:120", "Line Step", " file=RW_Semaphore.java, line=120"
"Thread-8", "5118", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s"
"Thread-9", "5119", "RW_Semaphore.java:120", "Field Read", " context=Database:1, s"
"Thread-9", "5120", "RW_Semaphore.java:121", "Line Step", " file=RW_Semaphore.java, line=121"
"Thread-5", "5121", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-9", "5122", "RW_Semaphore.java:121", "Method Exit", " returner=Database:1#request_read:5, value=<void>"
"Thread-5", "5123", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-9", "5124", "RW_Semaphore.java:57", "Method Returned", " "
"Thread-9", "5125", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-5", "5126", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-9", "5127", "RW_Semaphore.java:58", "Field Read", " context=Reader:5, d"
"Thread-5", "5128", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=4"
"Thread-9", "5129", "RW_Semaphore.java:58", "Method Call", " caller=Reader:5#run:5, target=Database:1#read:5"
"Thread-9", "5130", "RW_Semaphore.java:189", "Method Entered", " "
"Thread-9", "5131", "RW_Semaphore.java:190", "Line Step", " file=RW_Semaphore.java, line=190"
"Thread-5", "5132", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-9", "5133", "RW_Semaphore.java:190", "Field Read", " context=Database:1, data"
"Thread-5", "5134", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-9", "5135", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:5, result=55555"
"Thread-9", "5136", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:5, value=55555"
"Thread-5", "5137", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:1, len=0"
"Thread-5", "5138", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-9", "5139", "RW_Semaphore.java:58", "Method Returned", " "
"Thread-9", "5140", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-5", "5141", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-9", "5142", "RW_Semaphore.java:59", "Line Step", " file=RW_Semaphore.java, line=59"
"Thread-5", "5143", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-9", "5144", "RW_Semaphore.java:59", "Field Read", " context=Reader:5, d"
"Thread-5", "5145", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-9", "5146", "RW_Semaphore.java:59", "Method Call", " caller=Reader:5#run:5, target=Database:1#done_read:5"
"Thread-9", "5147", "RW_Semaphore.java:123", "Method Entered", " "
"Thread-9", "5148", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-5", "5149", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:1, len1=0"
"Thread-5", "5150", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-9", "5151", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s"
"Thread-5", "5152", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-5", "5153", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-5", "5154", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-5", "5155", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-6", "5156", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-5", "5157", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:1, value=<void>"
"Thread-6", "5158", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-5", "5159", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-5", "5160", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-6", "5161", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-5", "5162", "RW_Semaphore.java:56", "Variable Write", " context=Reader:1#run:1, i=1"
"Thread-5", "5163", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-6", "5164", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=3"
"Thread-5", "5165", "RW_Semaphore.java:57", "Field Read", " context=Reader:1, d"
"Thread-6", "5166", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-5", "5167", "RW_Semaphore.java:57", "Method Call", " caller=Reader:1#run:1, target=Database:1#request_read:6"
"Thread-5", "5168", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-5", "5169", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-6", "5170", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-5", "5171", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-6", "5172", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:2, len=0"
"Thread-6", "5173", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-6", "5174", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-6", "5175", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-6", "5176", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-6", "5177", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:2, len1=0"
"Thread-6", "5178", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-6", "5179", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-6", "5180", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-6", "5181", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-6", "5182", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-7", "5183", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-6", "5184", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:2, value=<void>"
"Thread-7", "5185", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-6", "5186", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-6", "5187", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-7", "5188", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-6", "5189", "RW_Semaphore.java:56", "Variable Write", " context=Reader:2#run:2, i=1"
"Thread-6", "5190", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-7", "5191", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=2"
"Thread-6", "5192", "RW_Semaphore.java:57", "Field Read", " context=Reader:2, d"
"Thread-7", "5193", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-6", "5194", "RW_Semaphore.java:57", "Method Call", " caller=Reader:2#run:2, target=Database:1#request_read:7"
"Thread-6", "5195", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-6", "5196", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-7", "5197", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-6", "5198", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-7", "5199", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:3, len=0"
"Thread-7", "5200", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-7", "5201", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-7", "5202", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-7", "5203", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-7", "5204", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:3, len1=0"
"Thread-7", "5205", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-7", "5206", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-7", "5207", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-7", "5208", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-7", "5209", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-8", "5210", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-7", "5211", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:3, value=<void>"
"Thread-8", "5212", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-7", "5213", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-7", "5214", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-8", "5215", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-7", "5216", "RW_Semaphore.java:56", "Variable Write", " context=Reader:3#run:3, i=1"
"Thread-7", "5217", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-8", "5218", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=1"
"Thread-7", "5219", "RW_Semaphore.java:57", "Field Read", " context=Reader:3, d"
"Thread-8", "5220", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-7", "5221", "RW_Semaphore.java:57", "Method Call", " caller=Reader:3#run:3, target=Database:1#request_read:8"
"Thread-7", "5222", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-7", "5223", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-8", "5224", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-7", "5225", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-8", "5226", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:4, len=0"
"Thread-8", "5227", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-8", "5228", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-8", "5229", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-8", "5230", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-8", "5231", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:4, len1=0"
"Thread-8", "5232", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-8", "5233", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-8", "5234", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-8", "5235", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-8", "5236", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-9", "5237", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-8", "5238", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:4, value=<void>"
"Thread-9", "5239", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-8", "5240", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-8", "5241", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-9", "5242", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-8", "5243", "RW_Semaphore.java:56", "Variable Write", " context=Reader:4#run:4, i=1"
"Thread-8", "5244", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-9", "5245", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=0"
"Thread-8", "5246", "RW_Semaphore.java:57", "Field Read", " context=Reader:4, d"
"Thread-9", "5247", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-8", "5248", "RW_Semaphore.java:57", "Method Call", " caller=Reader:4#run:4, target=Database:1#request_read:9"
"Thread-8", "5249", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-8", "5250", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-9", "5251", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-8", "5252", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-9", "5253", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:5, len=0"
"Thread-9", "5254", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-9", "5255", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-9", "5256", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-9", "5257", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-9", "5258", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:5, len1=0"
"Thread-9", "5259", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-9", "5260", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-9", "5261", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-9", "5262", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-9", "5263", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-5", "5264", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-9", "5265", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:5, value=<void>"
"Thread-5", "5266", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-9", "5267", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-9", "5268", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-5", "5269", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-9", "5270", "RW_Semaphore.java:56", "Variable Write", " context=Reader:5#run:5, i=1"
"Thread-9", "5271", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-5", "5272", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-9", "5273", "RW_Semaphore.java:57", "Field Read", " context=Reader:5, d"
"Thread-5", "5274", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-9", "5275", "RW_Semaphore.java:57", "Method Call", " caller=Reader:5#run:5, target=Database:1#request_read:10"
"Thread-9", "5276", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-9", "5277", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-5", "5278", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-9", "5279", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-5", "5280", "RW_Semaphore.java:119", "Field Write", " context=Database:1, r=1"
"Thread-5", "5281", "RW_Semaphore.java:120", "Line Step", " file=RW_Semaphore.java, line=120"
"Thread-5", "5282", "RW_Semaphore.java:120", "Field Read", " context=Database:1, s"
"Thread-5", "5283", "RW_Semaphore.java:121", "Line Step", " file=RW_Semaphore.java, line=121"
"Thread-6", "5284", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-5", "5285", "RW_Semaphore.java:121", "Method Exit", " returner=Database:1#request_read:6, value=<void>"
"Thread-6", "5286", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-5", "5287", "RW_Semaphore.java:57", "Method Returned", " "
"Thread-5", "5288", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-6", "5289", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-5", "5290", "RW_Semaphore.java:58", "Field Read", " context=Reader:1, d"
"Thread-6", "5291", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-5", "5292", "RW_Semaphore.java:58", "Method Call", " caller=Reader:1#run:1, target=Database:1#read:6"
"Thread-5", "5293", "RW_Semaphore.java:189", "Method Entered", " "
"Thread-5", "5294", "RW_Semaphore.java:190", "Line Step", " file=RW_Semaphore.java, line=190"
"Thread-6", "5295", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-5", "5296", "RW_Semaphore.java:190", "Field Read", " context=Database:1, data"
"Thread-6", "5297", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-5", "5298", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:6, result=55555"
"Thread-5", "5299", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:6, value=55555"
"Thread-6", "5300", "RW_Semaphore.java:119", "Field Write", " context=Database:1, r=2"
"Thread-5", "5301", "RW_Semaphore.java:58", "Method Returned", " "
"Thread-5", "5302", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-6", "5303", "RW_Semaphore.java:120", "Line Step", " file=RW_Semaphore.java, line=120"
"Thread-5", "5304", "RW_Semaphore.java:59", "Line Step", " file=RW_Semaphore.java, line=59"
"Thread-6", "5305", "RW_Semaphore.java:120", "Field Read", " context=Database:1, s"
"Thread-5", "5306", "RW_Semaphore.java:59", "Field Read", " context=Reader:1, d"
"Thread-6", "5307", "RW_Semaphore.java:121", "Line Step", " file=RW_Semaphore.java, line=121"
"Thread-7", "5308", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-5", "5309", "RW_Semaphore.java:59", "Method Call", " caller=Reader:1#run:1, target=Database:1#done_read:6"
"Thread-5", "5310", "RW_Semaphore.java:123", "Method Entered", " "
"Thread-5", "5311", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-6", "5312", "RW_Semaphore.java:121", "Method Exit", " returner=Database:1#request_read:7, value=<void>"
"Thread-7", "5313", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-5", "5314", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s"
"Thread-6", "5315", "RW_Semaphore.java:57", "Method Returned", " "
"Thread-6", "5316", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-7", "5317", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-6", "5318", "RW_Semaphore.java:58", "Field Read", " context=Reader:2, d"
"Thread-7", "5319", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-6", "5320", "RW_Semaphore.java:58", "Method Call", " caller=Reader:2#run:2, target=Database:1#read:7"
"Thread-6", "5321", "RW_Semaphore.java:189", "Method Entered", " "
"Thread-6", "5322", "RW_Semaphore.java:190", "Line Step", " file=RW_Semaphore.java, line=190"
"Thread-7", "5323", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-6", "5324", "RW_Semaphore.java:190", "Field Read", " context=Database:1, data"
"Thread-7", "5325", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-6", "5326", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:7, result=55555"
"Thread-6", "5327", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:7, value=55555"
"Thread-7", "5328", "RW_Semaphore.java:119", "Field Write", " context=Database:1, r=3"
"Thread-6", "5329", "RW_Semaphore.java:58", "Method Returned", " "
"Thread-6", "5330", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-7", "5331", "RW_Semaphore.java:120", "Line Step", " file=RW_Semaphore.java, line=120"
"Thread-6", "5332", "RW_Semaphore.java:59", "Line Step", " file=RW_Semaphore.java, line=59"
"Thread-7", "5333", "RW_Semaphore.java:120", "Field Read", " context=Database:1, s"
"Thread-6", "5334", "RW_Semaphore.java:59", "Field Read", " context=Reader:2, d"
"Thread-7", "5335", "RW_Semaphore.java:121", "Line Step", " file=RW_Semaphore.java, line=121"
"Thread-8", "5336", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-6", "5337", "RW_Semaphore.java:59", "Method Call", " caller=Reader:2#run:2, target=Database:1#done_read:7"
"Thread-6", "5338", "RW_Semaphore.java:123", "Method Entered", " "
"Thread-6", "5339", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-7", "5340", "RW_Semaphore.java:121", "Method Exit", " returner=Database:1#request_read:8, value=<void>"
"Thread-8", "5341", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-6", "5342", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s"
"Thread-7", "5343", "RW_Semaphore.java:57", "Method Returned", " "
"Thread-7", "5344", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-8", "5345", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-7", "5346", "RW_Semaphore.java:58", "Field Read", " context=Reader:3, d"
"Thread-8", "5347", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-7", "5348", "RW_Semaphore.java:58", "Method Call", " caller=Reader:3#run:3, target=Database:1#read:8"
"Thread-7", "5349", "RW_Semaphore.java:189", "Method Entered", " "
"Thread-7", "5350", "RW_Semaphore.java:190", "Line Step", " file=RW_Semaphore.java, line=190"
"Thread-8", "5351", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-7", "5352", "RW_Semaphore.java:190", "Field Read", " context=Database:1, data"
"Thread-8", "5353", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-7", "5354", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:8, result=55555"
"Thread-7", "5355", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:8, value=55555"
"Thread-8", "5356", "RW_Semaphore.java:119", "Field Write", " context=Database:1, r=4"
"Thread-7", "5357", "RW_Semaphore.java:58", "Method Returned", " "
"Thread-7", "5358", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-8", "5359", "RW_Semaphore.java:120", "Line Step", " file=RW_Semaphore.java, line=120"
"Thread-7", "5360", "RW_Semaphore.java:59", "Line Step", " file=RW_Semaphore.java, line=59"
"Thread-8", "5361", "RW_Semaphore.java:120", "Field Read", " context=Database:1, s"
"Thread-7", "5362", "RW_Semaphore.java:59", "Field Read", " context=Reader:3, d"
"Thread-8", "5363", "RW_Semaphore.java:121", "Line Step", " file=RW_Semaphore.java, line=121"
"Thread-9", "5364", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-7", "5365", "RW_Semaphore.java:59", "Method Call", " caller=Reader:3#run:3, target=Database:1#done_read:8"
"Thread-7", "5366", "RW_Semaphore.java:123", "Method Entered", " "
"Thread-7", "5367", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-8", "5368", "RW_Semaphore.java:121", "Method Exit", " returner=Database:1#request_read:9, value=<void>"
"Thread-9", "5369", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-7", "5370", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s"
"Thread-8", "5371", "RW_Semaphore.java:57", "Method Returned", " "
"Thread-8", "5372", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-9", "5373", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-8", "5374", "RW_Semaphore.java:58", "Field Read", " context=Reader:4, d"
"Thread-9", "5375", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-8", "5376", "RW_Semaphore.java:58", "Method Call", " caller=Reader:4#run:4, target=Database:1#read:9"
"Thread-8", "5377", "RW_Semaphore.java:189", "Method Entered", " "
"Thread-8", "5378", "RW_Semaphore.java:190", "Line Step", " file=RW_Semaphore.java, line=190"
"Thread-9", "5379", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-8", "5380", "RW_Semaphore.java:190", "Field Read", " context=Database:1, data"
"Thread-9", "5381", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-8", "5382", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:9, result=55555"
"Thread-8", "5383", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:9, value=55555"
"Thread-9", "5384", "RW_Semaphore.java:119", "Field Write", " context=Database:1, r=5"
"Thread-8", "5385", "RW_Semaphore.java:58", "Method Returned", " "
"Thread-8", "5386", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-9", "5387", "RW_Semaphore.java:120", "Line Step", " file=RW_Semaphore.java, line=120"
"Thread-8", "5388", "RW_Semaphore.java:59", "Line Step", " file=RW_Semaphore.java, line=59"
"Thread-9", "5389", "RW_Semaphore.java:120", "Field Read", " context=Database:1, s"
"Thread-8", "5390", "RW_Semaphore.java:59", "Field Read", " context=Reader:4, d"
"Thread-9", "5391", "RW_Semaphore.java:121", "Line Step", " file=RW_Semaphore.java, line=121"
"Thread-5", "5392", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-8", "5393", "RW_Semaphore.java:59", "Method Call", " caller=Reader:4#run:4, target=Database:1#done_read:9"
"Thread-8", "5394", "RW_Semaphore.java:123", "Method Entered", " "
"Thread-8", "5395", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-9", "5396", "RW_Semaphore.java:121", "Method Exit", " returner=Database:1#request_read:10, value=<void>"
"Thread-5", "5397", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-8", "5398", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s"
"Thread-9", "5399", "RW_Semaphore.java:57", "Method Returned", " "
"Thread-9", "5400", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-5", "5401", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-9", "5402", "RW_Semaphore.java:58", "Field Read", " context=Reader:5, d"
